title,duration,rating,voters,genre
260. Crackcoon,1h 28m,3.6,488,Horror
261. The Demon Disorder,1h 26m,4.8,1.4K,Horror
262. Kalinga,1h 56m,6.6,9.6K,Horror
263. Barda,1h 39m,4.6,767,Horror
264. Seven Cemeteries,1h 24m,4.6,680,Horror
265. We Are Wolves,1h 37m,3.4,286,Horror
266. Gacy: Serial Killer Next Door,1h 37m,3.3,497,Horror
267. Bloodline Killer,1h 45m,4.3,5.4K,Horror
268. Cursed,1h 21m,4.1,152,Horror
269. X Files,1h 14m,2.5,78,Horror
270. Replicator,1h 15m,3.8,189,Horror
271. Vina: Before 7 Days,1h 40m,5.3,675,Horror
272. Kryptic,1h 42m,4.0,685,Horror
273. Black Cab,1h 28m,4.1,1.9K,Horror
274. Devils Stay,1h 35m,4.8,389,Horror
275. Love Me Dead,1h 27m,6.6,45,Horror
276. Peripheral,1h 28m,7.4,62,Horror
277. Baby Invasion,1h 20m,4.6,649,Horror
278. Siccin 7,1h 34m,4.0,1.1K,Horror
279. Sala Escura,1h 35m,4.1,48,Horror
280. Spiders on a Plane,1h 18m,3.8,505,Horror
281. Heretics,1h 23m,2.7,135,Horror
282. The Little Mermaid,1h 29m,3.5,229,Horror
283. Street Trash,1h 25m,4.5,1K,Horror
284. Saint Catherine,1h 26m,3.4,284,Horror
285. Mutants of Nature Cove,1h 28m,3.5,172,Horror
286. Pacific Fear,1h 25m,3.6,343,Horror
287. Daft State,18+,5.9,57,Horror
288. Jhamkudi,2h 31m,6.6,1K,Horror
289. Witch Hunter,1h 20m,4.0,49,Horror
290. The Containment,1h 22m,4.7,87,Horror
291. Paranoia,1h 35m,4.1,417,Horror
292. Behave,1h 28m,2.7,243,Horror
293. Poison Sangga: The Homewrecker's Curse,1h 58m,6.8,414,Horror
294. The Hangman,1h 32m,3.3,1.1K,Horror
295. Bystanders,1h 22m,4.0,445,Horror
296. Monster Mash,1h 25m,3.5,475,Horror
297. Bureau 749,2h 3m,3.8,595,Horror
298. Amityville: Where the Echo Lives,1h 29m,1.5,474,Horror
299. The Lost Daughter,1h 39m,5.6,348,Horror
300. Sakaratul Maut,1h 47m,5.4,197,Horror
301. Hide N Seek,2h 14m,8.8,2.3K,Horror
302. The New Purge,N/A,N/A,N/A,Horror
303. Curse of the Seven Oceans,1h 34m,5.5,556,Horror
304. Festival of the Living Dead,1h 28m,4.3,687,Horror
305. Goldilocks and the Three Bears: Death and Porridge,1h 22m,2.2,2.2K,Horror
306. Invasive,1h 37m,5.6,832,Horror
307. Witch,1h 47m,4.9,1.4K,Horror
308. Darah Nyai,1h 30m,7.0,8,Horror
309. Mummy Shark,1h 6m,2.0,233,Horror
310. Unspeakable: Beyond the Wall of Sleep,1h 30m,3.9,148,Horror
311. Sorop,1h 43m,5.5,275,Horror
312. Parvulos,1h 59m,6.6,436,Horror
313. Kakuda,1h 56m,5.4,6.4K,Horror
314. Kang Mak,2h 2m,6.4,936,Horror
315. Ship of the Damned,1h 28m,2.8,315,Horror
316. Flesh of the Unforgiven,1h 28m,8.0,63,Horror
317. The Backrooms,1h 3m,8.5,18,Horror
318. Aranmanai 4,2h 28m,5.0,2.5K,Horror
319. Cellphone,1h 28m,3.0,764,Horror
320. Bogieville,1h 48m,3.9,682,Horror
321. Alien Country,1h 36m,4.5,441,Horror
322. Freelance,1h 50m,4.8,401,Horror
323. Thaghut,1h 42m,5.8,352,Horror
324. The Bunker,1h 32m,4.2,381,Horror
325. Up the Catalogue,1h 12m,8.2,13,Horror
326. Ghost Game,1h 26m,3.5,402,Horror
327. Five Friends,1h 52m,6.7,1K,Horror
328. Dominion of Darkness,1h 36m,5.6,887,Horror
329. La damnée,1h 20m,4.3,128,Horror
330. Pins & Needles,1h 35m,5.8,76,Horror
331. Indera,1h 44m,5.8,20,Horror
332. The Cellar,1h 25m,5.4,194,Horror
333. A Fisherman's Tale,1h 43m,5.8,181,Horror
334. Buzz House: The Movie,1h 33m,3.2,1.4K,Horror
335. Salve Maria,1h 51m,6.4,552,Horror
336. They Call Her Death,1h 32m,5.4,232,Horror
337. 12 to Midnight,1h 36m,3.7,309,Horror
338. Hellhounds,1h 21m,3.3,190,Horror
339. ZombieCON Vol. 1,1h 50m,7.8,40,Horror
340. Campton Manor,1h 23m,3.4,267,Horror
341. Temurun,1h 26m,4.6,368,Horror
342. Bad Fish,1h 24m,3.4,359,Horror
343. What Lurks Beneath,1h 42m,4.2,820,Horror
344. Model House,1h 25m,4.0,1.1K,Horror
345. Espantaho,1h 30m,4.8,280,Horror
346. Another Cabin in the Woods Movie,1h 17m,4.7,247,Horror
347. Possessions,1h 29m,3.8,900,Horror
348. The Legend of Lake Hollow,1h 28m,3.7,570,Horror
349. Butchers Book Two: Raghorn,1h 28m,4.1,691,Horror
350. Suckers,1h 7m,2.3,134,Horror
351. Vincent,1h 32m,6.0,421,Horror
352. Revival,N/A,5.3,38,Horror
353. Sam and Colby: The Legends of the Paranormal,1h 38m,4.8,321,Horror
354. 9 Windows,1h 22m,3.6,334,Horror
355. Wanita Ahli Neraka,1h 35m,5.0,331,Horror
